Iteration, weekend objf, stand in cost, shift avail cost, day avail cost, aver_stand_in, aver_shift, aver_day. 
534,33.9551,22,27,31,8.68,7.47739,11.06
535,33.9453,23,27,33,8.7,7.49246,11.08
536,33.9257,22,26,33,8.7,7.49246,11.08
537,33.9257,22,26,33,8.7,7.49246,11.08
538,33.9257,22,26,33,8.7,7.49246,11.08
539,33.9257,22,26,33,8.7,7.49246,11.08
540,33.9257,22,26,32,8.68,7.47739,11.06
541,33.9257,22,26,33,8.7,7.49246,11.08
542,33.9257,22,26,33,8.7,7.49246,11.08
543,33.9257,22,27,31,8.7,7.49246,11.08
544,33.9257,23,27,31,8.7,7.49246,11.08
545,33.9257,22,26,31,8.68,7.47739,11.06
546,33.9257,22,26,32,8.68,7.47739,11.06
547,33.9257,22,26,33,8.7,7.49246,11.08
548,33.9257,20,26,32,8.7,7.49246,11.08
549,33.9257,21,26,31,8.7,7.49246,11.08
550,33.9257,21,26,31,8.7,7.48241,11.06
551,33.9257,22,26,32,8.7,7.49246,11.08
552,33.9257,22,26,32,8.7,7.49246,11.08
553,33.9257,21,27,31,8.7,7.49246,11.08
554,33.9061,20,26,33,8.7,7.49246,11.08
555,33.9061,20,26,33,8.7,7.49246,11.08
556,33.9159,21,26,33,8.7,7.49246,11.08
557,33.9159,22,26,31,8.68,7.47739,11.06
558,33.9159,22,26,32,8.72,7.49749,11.08
559,33.9159,20,26,31,8.7,7.49246,11.08
560,33.9159,21,27,32,8.7,7.49246,11.08
561,33.9159,21,26,33,8.7,7.49246,11.08
562,33.9159,21,26,33,8.7,7.49246,11.08
563,33.9159,22,27,32,8.68,7.47739,11.06
564,33.9159,21,26,33,8.7,7.49246,11.08
565,33.9159,21,26,33,8.7,7.49246,11.08
566,33.9159,21,26,33,8.7,7.49246,11.08
567,33.9159,21,27,32,8.68,7.47739,11.06
568,33.9159,21,25,32,8.72,7.49749,11.08
569,33.9159,21,26,33,8.7,7.49246,11.08
570,33.9159,22,27,32,8.7,7.49246,11.08
571,33.9159,21,26,32,8.72,7.49749,11.08
572,33.9257,22,26,33,8.7,7.49246,11.08
573,33.9257,22,26,33,8.7,7.49246,11.08
574,33.9257,22,26,33,8.7,7.49246,11.08
575,33.9257,22,26,32,8.7,7.49246,11.08
576,33.9257,21,27,31,8.72,7.49749,11.08
577,33.9257,22,26,33,8.7,7.49246,11.08
578,33.9257,22,26,32,8.7,7.49246,11.08
579,33.9257,22,26,33,8.7,7.49246,11.08
580,33.9061,21,25,33,8.7,7.49246,11.08
581,33.9061,22,25,32,8.7,7.48241,11.06
582,33.9061,22,26,32,8.7,7.49246,11.08
583,33.9061,22,26,31,8.7,7.49246,11.08
584,33.9061,21,25,33,8.72,7.49749,11.08
585,33.9061,21,25,33,8.72,7.49749,11.08
586,33.9159,22,25,33,8.72,7.49749,11.08
587,33.9257,23,25,33,8.72,7.49749,11.08
588,33.9257,22,25,32,8.68,7.47739,11.06
589,33.9257,22,27,32,8.72,7.49749,11.08
590,33.9159,22,25,33,8.72,7.49749,11.08
591,33.9159,22,26,32,8.72,7.49749,11.08
592,33.9159,22,25,32,8.72,7.49749,11.08
593,33.9355,22,27,33,8.72,7.49749,11.08
594,33.9453,23,27,33,8.72,7.49749,11.08
595,33.9453,23,27,32,8.72,7.49749,11.08
596,33.9453,23,27,32,8.72,7.49749,11.08
597,33.9355,22,27,33,8.72,7.49749,11.08
598,33.9355,22,27,32,8.72,7.49749,11.08
599,33.9355,22,27,33,8.72,7.49749,11.08
600,33.9355,22,27,32,8.72,7.49749,11.08
601,33.9355,22,27,32,8.72,7.49749,11.08
602,33.9159,20,27,33,8.72,7.49749,11.08
603,33.9159,22,27,32,8.7,7.48241,11.06
604,33.9159,22,27,32,8.72,7.49749,11.08
605,33.9159,20,27,33,8.72,7.49749,11.08
606,33.9159,20,27,32,8.72,7.49749,11.08
607,33.9159,20,27,33,8.72,7.49749,11.08
608,33.9159,20,27,33,8.72,7.49749,11.08
609,33.9159,20,27,31,8.72,7.49749,11.08
610,33.9159,21,27,32,8.72,7.49749,11.08
611,33.9159,21,27,32,8.72,7.49749,11.08
612,33.9159,20,27,32,8.72,7.49749,11.08
613,33.9159,22,27,31,8.7,7.49246,11.08
614,33.9159,23,27,32,8.72,7.49749,11.08
615,33.9159,21,27,30,8.72,7.49749,11.08
616,33.9159,20,27,33,8.72,7.49749,11.08
617,33.9159,20,26,31,8.72,7.49749,11.08
618,33.9159,20,26,30,8.7,7.48241,11.06
619,33.9257,21,27,33,8.72,7.49749,11.08
620,33.9453,23,27,33,8.72,7.49749,11.08
621,33.9453,22,27,31,8.7,7.49246,11.08
622,33.9453,21,26,31,8.72,7.49749,11.08
623,33.9453,23,27,31,8.7,7.48241,11.06
624,33.9453,23,27,33,8.72,7.49749,11.08
625,33.9433,23,27,33,8.7,7.48241,11.06
626,33.9433,23,25,32,8.7,7.48241,11.06
627,33.9433,21,27,31,8.68,7.47739,11.06
628,33.9433,23,27,31,8.7,7.48241,11.06
629,33.9433,23,27,33,8.7,7.48241,11.06
630,33.9433,22,26,31,8.7,7.48241,11.06
631,33.9433,23,27,32,8.7,7.48241,11.06
632,33.9433,23,27,32,8.7,7.48241,11.06
633,33.9433,22,27,30,8.7,7.48241,11.06
634,33.9433,23,27,31,8.7,7.48241,11.06
635,33.9433,23,27,32,8.7,7.48241,11.06
636,33.9433,22,27,32,8.7,7.48241,11.06
637,33.9433,22,27,32,8.7,7.48241,11.06
638,33.9433,21,27,33,8.7,7.48241,11.06
639,33.9433,23,27,32,8.7,7.48241,11.06
640,33.9433,23,27,33,8.7,7.48241,11.06
641,33.9433,22,27,31,8.7,7.48241,11.06
642,33.9433,23,27,32,8.7,7.48241,11.06
643,33.9433,23,27,32,8.7,7.48241,11.06
644,33.9433,23,26,32,8.7,7.48241,11.06
645,33.9433,24,27,32,8.68,7.46734,11.04
646,33.9433,22,26,31,8.68,7.46734,11.04
647,33.9433,23,27,33,8.7,7.48241,11.06
648,33.9433,23,27,32,8.7,7.48241,11.06
649,33.9139,20,27,33,8.7,7.48241,11.06
650,33.9139,20,27,31,8.7,7.48241,11.06
651,33.9139,21,27,32,8.7,7.48241,11.06
652,33.9139,20,27,32,8.7,7.48241,11.06
653,33.9139,20,27,31,8.7,7.48241,11.06
654,33.9433,23,27,33,8.7,7.48241,11.06
655,33.9433,24,26,32,8.7,7.48241,11.06
656,33.9433,21,27,31,8.7,7.48241,11.06
657,33.9433,22,27,32,8.7,7.48241,11.06
658,33.9335,22,27,33,8.7,7.48241,11.06
659,33.9335,19,27,33,8.7,7.48241,11.06
660,33.9335,22,27,31,8.7,7.48241,11.06
661,33.9335,22,27,33,8.7,7.48241,11.06
662,33.9335,22,27,31,8.68,7.46734,11.04
663,33.9335,22,27,32,8.68,7.47739,11.06
664,33.9335,22,27,31,8.7,7.48241,11.06
665,33.9335,23,27,31,8.72,7.49749,11.08
666,33.9335,21,26,32,8.7,7.48241,11.06
667,33.9335,22,27,32,8.7,7.48241,11.06
668,33.9335,22,27,32,8.68,7.46734,11.04
669,33.9335,21,27,31,8.72,7.48744,11.06
670,33.9335,19,27,32,8.72,7.48744,11.06
671,33.9335,22,27,32,8.7,7.48241,11.06
672,33.9335,23,27,30,8.7,7.48241,11.06
673,33.9335,22,27,33,8.7,7.48241,11.06
674,33.9335,22,27,33,8.7,7.48241,11.06
675,33.9237,21,27,33,8.7,7.48241,11.06
676,33.9237,21,27,31,8.7,7.48241,11.06
677,33.9335,22,27,33,8.7,7.48241,11.06
678,33.9335,22,27,33,8.7,7.48241,11.06
679,33.9335,22,27,32,8.7,7.48241,11.06
680,33.9335,22,25,29,8.66,7.45226,11.02
681,33.9335,22,27,33,8.7,7.48241,11.06
682,33.9335,22,27,32,8.7,7.48241,11.06
683,33.9335,22,27,33,8.7,7.48241,11.06
684,33.9335,21,27,32,8.7,7.48241,11.06
685,33.9139,20,27,33,8.7,7.48241,11.06
686,33.9159,20,27,33,8.72,7.49749,11.08
687,33.9355,22,27,33,8.72,7.49749,11.08
688,33.9355,21,27,32,8.72,7.49749,11.08
689,33.9355,22,27,32,8.72,7.49749,11.08
690,33.9355,22,27,32,8.7,7.48241,11.06
691,33.9355,22,27,33,8.72,7.49749,11.08
692,33.9355,22,27,33,8.72,7.49749,11.08
693,33.9355,22,27,33,8.72,7.49749,11.08
694,33.9335,22,27,33,8.7,7.48241,11.06
695,33.9237,21,27,33,8.7,7.48241,11.06
696,33.9237,21,27,31,8.72,7.49749,11.08
697,33.9237,23,27,32,8.7,7.48241,11.06
698,33.9237,21,27,31,8.7,7.48241,11.06
699,33.9237,23,27,31,8.7,7.48241,11.06
700,33.9237,21,27,32,8.7,7.48241,11.06
701,33.9237,21,27,33,8.7,7.48241,11.06
702,33.9237,21,27,32,8.7,7.48241,11.06
703,33.9237,22,27,31,8.68,7.46734,11.04
704,33.9237,21,27,32,8.7,7.48241,11.06
705,33.9237,21,27,32,8.72,7.49749,11.08
706,33.9237,20,26,31,8.72,7.49749,11.08
707,33.9237,21,27,33,8.7,7.48241,11.06
708,33.9237,23,27,31,8.7,7.48241,11.06
709,33.9237,23,27,31,8.68,7.46734,11.04
710,33.9237,21,27,33,8.7,7.48241,11.06
711,33.9237,21,27,31,8.72,7.49749,11.08
712,33.9237,21,26,30,8.7,7.48241,11.06
713,33.9237,21,27,31,8.7,7.48241,11.06
714,33.9237,21,27,31,8.7,7.48241,11.06
715,33.9237,23,27,31,8.7,7.48241,11.06
716,33.9237,23,26,31,8.68,7.46734,11.04
717,33.9237,22,26,33,8.7,7.48241,11.06
718,33.9237,22,26,33,8.7,7.48241,11.06
719,33.9237,23,26,31,8.7,7.48241,11.06
720,33.9237,23,27,31,8.7,7.48241,11.06
721,33.9237,22,26,31,8.7,7.48241,11.06
722,33.9237,22,26,33,8.7,7.48241,11.06
723,33.9433,23,27,33,8.7,7.48241,11.06
724,33.9433,23,27,33,8.7,7.48241,11.06
725,33.9433,23,27,32,8.7,7.48241,11.06
726,33.9433,21,27,31,8.72,7.49749,11.08
727,33.9433,21,25,31,8.7,7.48241,11.06
728,33.9433,23,27,33,8.7,7.48241,11.06
729,33.9433,22,27,32,8.7,7.48241,11.06
730,33.9433,21,27,32,8.7,7.48241,11.06
731,33.9433,22,27,31,8.7,7.48241,11.06
732,33.9433,22,27,31,8.7,7.48241,11.06
733,33.9433,21,27,32,8.7,7.48241,11.06
734,33.9433,22,27,31,8.7,7.48241,11.06
735,33.9433,21,27,32,8.68,7.47739,11.06
736,33.9433,23,27,32,8.68,7.46734,11.04
737,33.9433,22,27,32,8.7,7.48241,11.06
738,33.9433,21,25,31,8.72,7.49749,11.08
739,33.9433,21,27,30,8.7,7.48241,11.06
740,33.9237,21,27,33,8.7,7.48241,11.06
741,33.9237,21,27,33,8.7,7.48241,11.06
742,33.9237,21,27,31,8.7,7.48241,11.06
743,33.9237,21,27,33,8.7,7.48241,11.06
744,33.9237,21,27,31,8.68,7.47739,11.06
745,33.9237,21,27,32,8.7,7.48241,11.06
746,33.9237,21,27,33,8.7,7.48241,11.06
747,33.9433,23,27,33,8.7,7.48241,11.06
748,33.9433,21,25,31,8.72,7.49749,11.08
749,33.9433,22,27,32,8.7,7.48241,11.06
750,33.9433,23,27,32,8.7,7.48241,11.06
751,33.9433,23,27,32,8.7,7.48241,11.06
752,33.9335,22,27,33,8.7,7.48241,11.06
753,33.9335,22,25,30,8.7,7.48241,11.06
754,33.9335,22,27,31,8.68,7.46734,11.04
755,33.9335,22,27,32,8.7,7.48241,11.06
756,33.9335,23,27,32,8.7,7.48241,11.06
757,33.9335,22,26,31,8.7,7.48241,11.06
758,33.9335,22,25,31,8.7,7.48241,11.06
759,33.9335,22,27,32,8.7,7.48241,11.06
760,33.9335,23,27,31,8.7,7.48241,11.06
761,33.9335,22,27,33,8.7,7.48241,11.06
762,33.9335,20,27,32,8.7,7.48241,11.06
763,33.9335,22,27,30,8.68,7.46734,11.04
764,33.9335,22,27,32,8.7,7.48241,11.06
765,33.9335,23,27,32,8.72,7.49749,11.08
766,33.9335,22,27,33,8.7,7.48241,11.06
767,33.9433,23,27,33,8.7,7.48241,11.06
768,33.9433,22,27,32,8.7,7.48241,11.06
769,33.9433,22,27,32,8.7,7.48241,11.06
770,33.9237,21,27,33,8.7,7.48241,11.06
771,33.9237,22,27,32,8.7,7.48241,11.06
772,33.9237,22,27,32,8.7,7.48241,11.06
773,33.9237,23,27,31,8.72,7.49749,11.08
774,33.9237,21,27,31,8.7,7.48241,11.06
775,33.9237,21,25,31,8.72,7.49749,11.08
776,33.9237,21,25,30,8.7,7.48241,11.06
777,33.9237,19,27,33,8.7,7.48241,11.06
778,33.9237,23,27,32,8.7,7.48241,11.06
779,33.9237,22,27,31,8.72,7.49749,11.08
780,33.9237,21,27,33,8.7,7.48241,11.06
781,33.9237,21,27,32,8.7,7.48241,11.06
782,33.9237,22,27,32,8.7,7.48241,11.06
783,33.9433,23,27,33,8.7,7.48241,11.06
784,33.9433,23,27,32,8.72,7.49749,11.08
785,33.9453,23,27,33,8.72,7.49749,11.08
786,33.9453,22,25,31,8.7,7.48241,11.06
787,33.9453,21,26,31,8.72,7.49749,11.08
788,33.9453,23,27,33,8.72,7.49749,11.08
789,33.9355,22,27,33,8.72,7.49749,11.08
790,33.9355,23,27,31,8.72,7.49749,11.08
791,33.9355,22,27,31,8.72,7.49749,11.08
792,33.9355,23,27,32,8.72,7.49749,11.08
793,33.9355,22,27,32,8.72,7.49749,11.08
794,33.9453,23,27,33,8.72,7.49749,11.08
795,33.9531,24,27,33,8.7,7.48241,11.06
796,33.9433,23,27,33,8.7,7.48241,11.06
797,33.9433,23,27,32,8.7,7.48241,11.06
798,33.9433,22,27,32,8.7,7.48241,11.06
799,33.9433,23,27,33,8.7,7.48241,11.06
800,33.9433,22,27,32,8.7,7.48241,11.06
801,33.9433,23,27,31,8.7,7.48241,11.06
802,33.9433,23,26,31,8.68,7.46734,11.04
803,33.9433,22,27,32,8.7,7.48241,11.06
804,33.9433,22,27,32,8.7,7.48241,11.06
805,33.9453,23,27,33,8.7,7.49246,11.08
806,33.9453,21,27,32,8.7,7.49246,11.08
807,33.9453,21,27,32,8.7,7.49246,11.08
808,33.9453,23,27,31,8.7,7.49246,11.08
809,33.9257,21,27,33,8.7,7.49246,11.08
810,33.9257,21,27,31,8.68,7.47739,11.06
811,33.9257,21,27,32,8.68,7.47739,11.06
812,33.9257,23,27,32,8.7,7.49246,11.08
813,33.9257,19,27,32,8.7,7.49246,11.08
814,33.9159,21,26,33,8.72,7.49749,11.08
815,33.9257,22,26,33,8.72,7.49749,11.08
816,33.9257,22,26,32,8.72,7.49749,11.08
817,33.9257,20,26,33,8.72,7.49749,11.08
818,33.9257,22,26,32,8.72,7.49749,11.08
819,33.9257,22,27,31,8.72,7.49749,11.08
820,33.9257,22,26,31,8.72,7.49749,11.08
821,33.9257,22,26,32,8.72,7.49749,11.08
822,33.9257,21,26,32,8.7,7.49246,11.08
823,33.9453,23,27,33,8.72,7.49749,11.08
824,33.9453,22,27,32,8.7,7.48241,11.06
825,33.9453,23,27,32,8.72,7.49749,11.08
826,33.9453,22,26,31,8.72,7.49749,11.08
827,33.9453,23,26,31,8.72,7.49749,11.08
828,33.9453,23,27,31,8.7,7.48241,11.06
829,33.9453,23,27,33,8.72,7.49749,11.08
830,33.9453,23,27,33,8.72,7.49749,11.08
831,33.9355,22,27,33,8.72,7.49749,11.08
832,33.9355,22,27,33,8.72,7.49749,11.08
833,33.9355,22,27,33,8.72,7.49749,11.08
834,33.9257,22,26,33,8.72,7.49749,11.08
835,33.9257,22,26,32,8.72,7.49749,11.08
836,33.9257,18,26,30,8.72,7.49749,11.08
837,33.9257,22,26,33,8.72,7.49749,11.08
838,33.9257,22,26,32,8.7,7.49246,11.08
839,33.9257,22,26,32,8.72,7.49749,11.08
840,33.9159,20,27,33,8.72,7.49749,11.08
841,33.9159,23,26,32,8.7,7.49246,11.08
842,33.9159,22,27,32,8.72,7.49749,11.08
843,33.9159,20,27,31,8.72,7.49749,11.08
844,33.9159,20,27,33,8.72,7.49749,11.08
845,33.9159,21,27,32,8.72,7.49749,11.08
846,33.9159,19,27,32,8.72,7.49749,11.08
847,33.9355,22,27,33,8.7,7.49246,11.08
848,33.9355,22,27,32,8.7,7.49246,11.08
849,33.9355,22,27,31,8.7,7.48241,11.06
850,33.9355,22,27,33,8.7,7.49246,11.08
851,33.9355,22,27,31,8.7,7.48241,11.06
852,33.9355,22,27,31,8.7,7.48241,11.06
853,33.9355,22,27,30,8.68,7.47739,11.06
854,33.9355,22,27,30,8.7,7.49246,11.08
855,33.9355,22,27,33,8.7,7.49246,11.08
856,33.9355,21,27,31,8.7,7.49246,11.08
857,33.9355,22,27,33,8.7,7.49246,11.08
858,33.9355,22,27,32,8.7,7.49246,11.08
859,33.9355,22,27,32,8.7,7.49246,11.08
860,33.9355,22,27,31,8.7,7.49246,11.08
861,33.9257,21,27,33,8.72,7.49749,11.08
862,33.9257,21,27,33,8.72,7.49749,11.08
863,33.9257,21,27,33,8.72,7.49749,11.08
864,33.9257,22,27,31,8.72,7.49749,11.08
865,33.9257,21,27,33,8.7,7.49246,11.08
866,33.9257,21,27,30,8.7,7.48241,11.06
867,33.9257,22,27,29,8.7,7.49246,11.08
868,33.9257,20,27,32,8.7,7.49246,11.08
869,33.9257,21,27,32,8.68,7.47739,11.06
870,33.9257,22,27,32,8.7,7.49246,11.08
871,33.9257,22,26,30,8.7,7.49246,11.08
872,33.9257,21,27,31,8.7,7.49246,11.08
873,33.9257,21,27,33,8.7,7.49246,11.08
874,33.9355,22,27,33,8.7,7.49246,11.08
875,33.9257,21,27,33,8.7,7.49246,11.08
876,33.9257,21,27,31,8.7,7.49246,11.08
877,33.9257,21,27,32,8.7,7.49246,11.08
878,33.9257,22,27,32,8.68,7.47739,11.06
879,33.9453,23,27,33,8.7,7.49246,11.08
880,33.9453,23,27,33,8.7,7.49246,11.08
881,33.9453,23,27,33,8.7,7.49246,11.08
882,33.9453,23,27,32,8.72,7.49749,11.08
883,33.9453,22,26,32,8.7,7.49246,11.08
884,33.9453,23,27,33,8.72,7.49749,11.08
885,33.9355,22,27,33,8.72,7.49749,11.08
886,33.9355,22,27,32,8.72,7.49749,11.08
887,33.9355,22,27,33,8.72,7.49749,11.08
888,33.9355,22,27,31,8.72,7.49749,11.08
889,33.9355,19,27,31,8.72,7.49749,11.08
890,33.9355,23,27,32,8.72,7.49749,11.08
891,33.9355,22,27,33,8.72,7.49749,11.08
892,33.9355,22,26,31,8.72,7.49749,11.08
893,33.9355,22,27,32,8.72,7.49749,11.08
894,33.9355,22,27,32,8.72,7.49749,11.08
895,33.9257,21,27,33,8.72,7.49749,11.08
896,33.9257,22,26,30,8.7,7.48241,11.06
897,33.9257,23,27,32,8.7,7.49246,11.08
898,33.9257,21,27,31,8.7,7.49246,11.08
899,33.9257,21,27,32,8.7,7.49246,11.08
900,33.9257,21,27,31,8.72,7.49749,11.08
901,33.9257,21,27,33,8.72,7.49749,11.08
902,33.9453,23,27,33,8.7,7.49246,11.08
903,33.9453,23,27,32,8.7,7.49246,11.08
904,33.9453,23,26,31,8.7,7.49246,11.08
905,33.9453,21,27,32,8.7,7.49246,11.08
906,33.9453,21,27,32,8.7,7.49246,11.08
907,33.9453,23,27,31,8.7,7.49246,11.08
908,33.9551,24,27,33,8.7,7.49246,11.08
909,33.9453,23,27,33,8.7,7.49246,11.08
910,33.9453,22,27,31,8.7,7.48241,11.06
911,33.9453,23,27,33,8.7,7.49246,11.08
912,33.9453,23,27,33,8.7,7.49246,11.08
913,33.9453,20,27,32,8.7,7.49246,11.08
914,33.9453,23,27,33,8.7,7.49246,11.08
915,33.9453,23,27,33,8.7,7.49246,11.08
916,33.9453,20,27,32,8.7,7.49246,11.08
917,33.9453,22,27,31,8.68,7.47739,11.06
918,33.9453,22,27,32,8.7,7.49246,11.08
919,33.9453,23,27,33,8.7,7.49246,11.08
920,33.9453,22,27,31,8.7,7.49246,11.08
921,33.9453,23,27,31,8.7,7.49246,11.08
922,33.9453,22,26,32,8.7,7.49246,11.08
923,33.9453,23,27,33,8.7,7.49246,11.08
924,33.9453,23,27,32,8.7,7.49246,11.08
925,33.9453,22,27,32,8.7,7.49246,11.08
926,33.9453,23,27,33,8.7,7.49246,11.08
927,33.9453,23,27,32,8.72,7.49749,11.08
928,33.9453,23,27,32,8.7,7.49246,11.08
929,33.9453,23,27,33,8.7,7.49246,11.08
930,33.9453,23,27,31,8.7,7.49246,11.08
931,33.9453,23,27,33,8.7,7.49246,11.08
932,33.9453,22,26,32,8.72,7.49749,11.08
933,33.9453,23,27,32,8.68,7.47739,11.06
934,33.9453,22,27,31,8.7,7.48241,11.06
935,33.9453,23,27,32,8.7,7.49246,11.08
936,33.9453,22,27,31,8.7,7.49246,11.08
937,33.9453,22,27,32,8.7,7.49246,11.08
938,33.9355,22,27,33,8.7,7.49246,11.08
939,33.9257,21,27,33,8.7,7.49246,11.08
940,33.9257,21,27,32,8.7,7.49246,11.08
941,33.9257,21,27,33,8.72,7.49749,11.08
942,33.9257,21,27,32,8.72,7.49749,11.08
943,33.9257,21,27,33,8.72,7.49749,11.08
944,33.9257,21,27,32,8.72,7.49749,11.08
945,33.9257,21,27,33,8.72,7.49749,11.08
946,33.9257,21,27,32,8.72,7.49749,11.08
947,33.9257,21,26,32,8.72,7.49749,11.08
948,33.9257,21,27,32,8.72,7.49749,11.08
949,33.9257,22,27,32,8.72,7.49749,11.08
950,33.9355,22,27,33,8.72,7.49749,11.08
951,33.9257,21,27,33,8.72,7.49749,11.08
952,33.9257,22,27,32,8.7,7.48241,11.06
953,33.9257,21,27,32,8.72,7.49749,11.08
954,33.9355,22,27,33,8.72,7.49749,11.08
955,33.9355,22,26,30,8.72,7.49749,11.08
956,33.9355,22,26,32,8.72,7.49749,11.08
957,33.9355,22,27,33,8.72,7.49749,11.08
958,33.9159,20,27,33,8.72,7.49749,11.08
959,33.9159,20,27,32,8.7,7.48241,11.06
960,33.9355,22,27,33,8.72,7.49749,11.08
961,33.9355,22,27,33,8.7,7.49246,11.08
962,33.9355,22,27,33,8.7,7.49246,11.08
963,33.9355,22,27,31,8.7,7.48241,11.06
964,33.9355,22,27,33,8.7,7.49246,11.08
965,33.9355,22,27,33,8.7,7.49246,11.08
966,33.9453,23,27,33,8.7,7.49246,11.08
967,33.9453,23,27,33,8.7,7.49246,11.08
968,33.9453,21,27,32,8.7,7.49246,11.08
969,33.9453,23,27,32,8.7,7.49246,11.08
970,33.9453,23,27,32,8.7,7.49246,11.08
971,33.9453,23,27,31,8.68,7.47739,11.06
972,33.9355,22,27,33,8.7,7.49246,11.08
973,33.9355,22,27,32,8.7,7.49246,11.08
974,33.9355,22,27,32,8.72,7.49749,11.08
975,33.9355,22,27,32,8.7,7.49246,11.08
976,33.9355,22,27,31,8.7,7.49246,11.08
977,33.9355,22,27,32,8.7,7.49246,11.08
978,33.9355,22,27,32,8.7,7.49246,11.08
979,33.9355,22,25,30,8.7,7.49246,11.08
980,33.9355,22,27,31,8.7,7.49246,11.08
981,33.9355,22,26,30,8.7,7.49246,11.08
982,33.9355,22,27,31,8.7,7.49246,11.08
983,33.9355,23,25,31,8.7,7.49246,11.08
984,33.9355,22,27,33,8.7,7.49246,11.08
985,33.9355,23,27,32,8.68,7.47739,11.06
986,33.9355,22,27,32,8.68,7.47739,11.06
987,33.9355,22,27,32,8.7,7.49246,11.08
988,33.9355,20,27,32,8.7,7.49246,11.08
989,33.9355,22,27,32,8.7,7.49246,11.08
990,33.9355,22,27,33,8.7,7.49246,11.08
991,33.9355,22,27,32,8.7,7.49246,11.08
992,33.9355,22,27,33,8.7,7.49246,11.08
993,33.9355,22,27,33,8.72,7.49749,11.08
994,33.9355,19,26,32,8.7,7.48241,11.06
995,33.9355,21,27,32,8.72,7.49749,11.08
996,33.9355,22,27,32,8.72,7.49749,11.08
997,33.9355,23,27,32,8.72,7.49749,11.08
998,33.9355,23,27,32,8.72,7.49749,11.08
999,33.9355,22,27,31,8.72,7.49749,11.08
1000,33.9355,22,27,31,8.72,7.49749,11.08
